#chrom,st,end,accession,mRNA_size,gene_strand,Frag_count,FPM,FPKM
chrIII,386019,388386,SPCC1682.08c.1,2367,-,83,35.93235366,15.18054654
chrI,932424,934021,SPAC1687.16c.1,1597,-,56,24.24351573,15.18066107
chrII,3886904,3888596,SPBC211.08c.1,1654,-,58,25.10935557,15.18098886
chrIII,932736,935154,SPCC24B10.19c.1,1939,-,68,29.43855481,15.18233874
chrII,4069162,4070800,SPBC1347.05c.1,1454,-,51,22.07891611,15.18494918
chrI,5377828,5382913,SPAC3G6.01.1,4533,+,159,68.83426786,15.18514623
chrI,4462939,4467700,SPAC9E9.12c.1,4761,-,167,72.29762725,15.18538695
chrIII,287216,289704,SPCC553.09c.1,2366,+,83,35.93235366,15.18696266
chrIII,585810,589943,SPCC1672.11c.1,4133,-,145,62.77338893,15.18833509
chrI,1902074,1903841,SPAC140.04.1,1767,+,62,26.84103527,15.19017276
chrI,2531224,2532877,SPAC25H1.06.1,1653,+,58,25.10935557,15.19017276
chrII,3482847,3487862,SPBC1718.07c.1,5015,-,176,76.19390657,15.19320171
chrII,1221743,1223295,SPBC725.09c.1,1510,-,53,22.94475595,15.19520262
chrII,756548,758027,SPBC577.04.1,1396,+,49,21.21307626,15.19561337
chrI,2655805,2661104,SPAC4F8.11.1,5299,-,186,80.5231058,15.19590598
chrI,728334,731867,SPAC22G7.02.1,3219,+,113,48.91995137,15.19725113
chrII,3904659,3907593,SPBC1604.14c.1,2934,+,103,44.59075214,15.1979387
chrII,3383265,3385721,SPBC3B8.06.1,2307,-,81,35.06651382,15.20004934
chrI,2989279,2990817,SPAC31G5.01.1,1481,+,52,22.51183603,15.20042946
chrI,2450313,2451737,SPNCRNA.828.1,1424,+,50,21.64599618,15.20084002
chrIII,2328868,2332513,SPCC1494.05c.1,3645,-,128,55.41375023,15.20267496
chrI,4450588,4453369,SPAC9E9.08.1,2591,+,91,39.39571305,15.20482943
chrI,2467780,2468393,SPAC19A8.09.1,484,-,17,7.359638702,15.20586509
chrIII,579219,580386,SPCC1672.08c.1,1167,-,41,17.74971687,15.2096974
chrIII,1358736,1360260,SPCC338.08.1,1480,-,52,22.51183603,15.21070002
chrI,1824569,1826248,SPAC1002.14.1,1679,+,59,25.5422755,15.21279065
chrIII,2367505,2368757,SPNCRNA.1292.1,1252,+,44,19.04847664,15.21443821
chrII,1260913,1262364,SPBC651.12c.1,1451,-,51,22.07891611,15.21634466
chrI,3166393,3167699,SPAC3G9.09c.1,1138,+,40,17.31679695,15.21686902
chrIII,2317998,2319119,SPCC1494.02c.1,825,-,29,12.55467779,15.21779126
chrII,1420524,1424023,SPBC691.02c.1,3499,-,123,53.24915061,15.21839114
chrII,2637328,2640099,SPBC6B1.06c.1,2702,-,95,41.12739275,15.2210928
chrII,4210932,4213577,SPBC342.05.1,2645,+,93,40.2615529,15.22175913
chrI,3494641,3496476,SPAC328.09.1,1564,+,55,23.8105958,15.22416611
chrII,4035579,4037342,SPBC215.05.1,1763,+,62,26.84103527,15.22463713
chrI,3222367,3226283,SPAC6G10.05c.1,3810,-,134,58.01126977,15.22605506
chrII,936012,938201,SPBC646.08c.1,2189,-,77,33.33483412,15.22833902
chrII,1578092,1579286,SPNCRNA.1449.1,1194,+,42,18.18263679,15.22833902
chrII,4264195,4265389,SPNCRNA.440.1,1194,+,42,18.18263679,15.22833902
chrI,2914479,2920278,SPAC513.05.1,5799,+,204,88.31566443,15.22946446
chrIII,2336551,2341383,SPCC1494.07.1,4832,+,170,73.59638702,15.23104036
chrI,1160117,1161595,SPAC22A12.03c.1,1478,-,52,22.51183603,15.23128284
chrI,3104100,3105908,SPAC589.07c.1,1364,-,48,20.78015634,15.23471872
chrI,4481791,4483837,SPAC17C9.10.1,2046,-,72,31.1702345,15.23471872
chrII,1824517,1825623,SPBC9B6.07.1,824,+,29,12.55467779,15.23625945
chrII,561071,562378,SPNCRNA.1371.1,1307,+,46,19.91431649,15.23666143
chrII,527679,528304,SPNCRNA.134.1,625,-,22,9.524238321,15.23878131
chrII,1859003,1861332,SPBC3H7.13.1,2329,-,82,35.49943374,15.24235025
chrI,1670282,1672264,SPAC343.13.1,1846,+,65,28.13979504,15.24365928
chrI,2254436,2255856,SPAC4G9.02.1,1420,+,50,21.64599618,15.24365928
chrI,2414050,2415271,SPAC6B12.03c.1,1221,-,43,18.61555672,15.2461562
chrII,501252,502441,SPBC1685.16.1,795,+,28,12.12175786,15.24749417
chrII,4061231,4064411,SPBC1347.01c.1,3180,-,112,48.48703145,15.24749417
chrI,1672196,1673742,SPAC343.14c.1,1448,-,51,22.07891611,15.24787024
chrII,550164,551271,SPBC354.04.1,1107,+,39,16.88387702,15.25192143
chrII,2748488,2750034,SPBC336.06c.1,1362,-,48,20.78015634,15.25708982
chrII,3276583,3279552,SPBC25H2.03.1,2582,-,91,39.39571305,15.25782845
chrII,4196033,4200033,SPBC3F6.05.1,4000,+,141,61.04170924,15.26042731
chrI,3261415,3261954,SPAC6G9.09c.1,539,-,19,8.22547855,15.26062811
chrI,4650572,4651169,SPAC144.01.1,539,-,19,8.22547855,15.26062811
chrII,1216691,1219244,SPBC725.07.1,2553,+,90,38.96279313,15.26157193
chrI,2892445,2893920,SPACUNK4.20.1,1475,+,52,22.51183603,15.26226172
chrI,1441019,1442352,SPAC3A12.12.1,1333,+,47,20.34723641,15.26424337
chrII,2282390,2283951,SPBC16H5.09c.1,1418,+,50,21.64599618,15.26515951
chrIII,56653,58865,SPCC757.07c.1,2212,-,78,33.76775405,15.26571159
chrI,925110,926289,SPAC1687.12c.1,964,-,34,14.7192774,15.26895996
chrI,109627,112377,SPNCRNA.608.1,2750,+,97,41.9932326,15.2702664
chrII,3723012,3725138,SPBC25D12.05.1,2126,+,75,32.46899428,15.27233973
chrI,1276505,1279000,SPAPB17E12.06.1,2211,+,78,33.76775405,15.27261603
chrI,1340219,1342448,SPAC6F12.14.1,1899,+,67,29.00563489,15.27416266
chrI,3191446,3196943,SPAC1486.04c.1,5497,-,194,83.98646519,15.27860018
chrI,2562084,2562559,SPSNRNA.06.1,425,-,15,6.493798855,15.27952672
chrIII,937802,938567,SPCC24B10.20.1,765,+,27,11.68883794,15.27952672
chrII,3405574,3408492,SPBC13A2.04c.1,2918,-,103,44.59075214,15.28127215
chrI,2606373,2608016,SPNCRNA.841.1,1643,-,58,25.10935557,15.28262664
chrI,1864550,1865819,SPAPB1A10.04c.1,1218,-,43,18.61555672,15.28370831
chrIII,565547,568691,SPNCRNA.1143.1,3144,+,111,48.05411153,15.28438662
chrI,319814,321825,SPAC12G12.14c.1,2011,+,71,30.73731458,15.28459203
chrII,4073719,4077086,SPBC1347.08c.1,3313,-,117,50.65163107,15.2887507
chrIII,1599055,1601388,SPCC777.02.1,2180,+,77,33.33483412,15.29120831
chrII,4287141,4288924,SPBC16A3.06.1,1642,-,58,25.10935557,15.29193397
chrII,4125817,4126258,SPBC56F2.14.1,368,+,13,5.627959008,15.29336687
chrI,2851904,2853653,SPAC3F10.17.1,1613,+,57,24.67643565,15.29847219
chrI,1961292,1965706,SPAC3H1.12c.1,4414,-,156,67.53550809,15.30029635
chrI,2610965,2613002,SPAC7D4.14c.1,2037,+,72,31.1702345,15.3020297
chrII,4083632,4085508,SPBC1347.12.1,1725,+,61,26.40811534,15.30905237
chrIII,553994,556291,SPCC962.05.1,2177,+,77,33.33483412,15.31228026
chrI,1952383,1953655,SPNCRNA.778.1,1272,+,45,19.48139657,15.31556334
chrI,190191,191947,SPAC13G6.09.1,1611,+,57,24.67643565,15.31746471
chrI,3567222,3567861,SPAC17A2.07c.1,537,-,19,8.22547855,15.31746471
chrI,5080717,5085055,SPAC1006.06.1,4239,+,150,64.93798855,15.31917635
chrII,1047832,1049923,SPBC337.10c.1,2091,-,74,32.03607435,15.32093465
chrI,550629,553595,SPAC2F7.10.1,2966,+,105,45.45659199,15.32589076
chrI,2686070,2687821,SPAC644.07.1,1751,+,62,26.84103527,15.32897502
chrII,2452040,2457119,SPBC12C2.10c.1,4942,+,175,75.76098664,15.33002563
chrIII,141626,143038,SPCC320.13c.1,1412,+,50,21.64599618,15.33002563
chrI,3072846,3077223,SPAC24C9.14.1,4377,+,155,67.10258817,15.33072611
chrII,1794842,1796679,SPBC18H10.15.1,1779,+,63,27.27395519,15.33105969
chrII,3092003,3093655,SPBC30D10.03c.1,1553,+,55,23.8105958,15.33199987
chrI,1380311,1381558,SPAC57A10.09c.1,875,-,31,13.42051763,15.33773444
chrIII,2212709,2218608,SPCC1919.05.1,5899,+,209,90.48026405,15.33823768
chrI,2761906,2763604,SPAC6F6.15.1,1157,+,41,17.74971687,15.34115546
chrII,99859,101411,SPBPB10D8.07c.1,1552,-,55,23.8105958,15.34187874
chrI,4027001,4034337,SPAC27E2.09.1,7336,+,260,112.5591802,15.34339969
chrI,4113672,4117261,SPAC23A1.19c.1,3414,-,121,52.38331076,15.34367626
chrI,4431868,4434012,SPAC16.05c.1,2144,-,76,32.9019142,15.34604207
chrII,3895370,3897514,SPBC1604.19c.1,2144,+,76,32.9019142,15.34604207
chrIII,2053543,2057069,SPCC1739.12.1,3526,+,125,54.11499046,15.34741647
chrII,3870131,3872820,SPBC211.01.1,2623,+,93,40.2615529,15.34942924
chrII,2612911,2615280,SPBC25B2.09c.1,2369,-,84,36.36527359,15.35047429
chrI,822091,823278,SPAC2G11.08c.1,1128,-,40,17.31679695,15.35177034
chrI,3864466,3866158,SPAC1071.05.1,1692,+,60,25.97519542,15.35177034
chrII,3655453,3656797,SPBP8B7.13.1,1269,+,45,19.48139657,15.35177034
chrII,4113006,4120739,SPBC56F2.04.1,7584,-,269,116.4554595,15.35541396
chrI,3108198,3108931,SPAC589.10c.1,733,-,26,11.25591802,15.35595909
chrI,2725989,2732444,SPAC6F6.01.1,6455,+,229,99.13866252,15.35842952
chrI,2443889,2445040,SPAC32A11.04c.1,1071,-,38,16.4509571,15.36037077
chrI,3544705,3548171,SPAC1B1.04c.1,2959,-,105,45.45659199,15.36214667
chrII,1070187,1073608,SPBC1734.07c.1,3381,-,120,51.95039084,15.36539214
chrII,3635228,3636355,SPBP8B7.02.1,1127,+,40,17.31679695,15.36539214
chrIII,1677221,1680771,SPNCRNA.1217.1,3550,+,126,54.54791038,15.36560856
chrIII,2101752,2102400,SPCC576.13.1,648,+,23,9.957158244,15.36598495
chrII,1182609,1184243,SPNCRNA.569.1,1634,-,58,25.10935557,15.36680268
chrIII,563753,565077,SPCC1672.14.1,1324,-,47,20.34723641,15.36800333
chrII,1414439,1416156,SPBC17A3.07.1,1662,+,59,25.5422755,15.36839681
chrII,2952594,2955495,SPBC2A9.04c.1,2901,-,103,44.59075214,15.37082114
chrI,4230614,4232557,SPAC1F7.06.1,1943,+,69,29.87147473,15.37389333
chrII,3200080,3203986,SPBC776.13.1,3745,+,133,57.57834985,15.37472626
chrI,2506084,2507593,SPAC23H3.08c.1,1464,-,52,22.51183603,15.37693718
chrI,1028238,1030659,SPNCRNA.706.1,2421,-,86,37.23111344,15.37840291
chrII,784302,787145,SPBC530.01.1,2843,+,101,43.72491229,15.37984956
chrII,1865820,1867734,SPBC3H7.09.1,1914,-,68,29.43855481,15.38064515
chrI,1214787,1217067,SPAC10F6.05c.1,2111,-,75,32.46899428,15.38085944
chrII,2198476,2199461,SPNCRNA.394.1,985,+,35,15.15219733,15.38294145
chrII,3541278,3542882,SPNCRNA.1613.1,1604,-,57,24.67643565,15.3843115
chrII,3725277,3728372,SPBC25D12.06.1,3095,+,110,47.6211916,15.38649163
chrII,3752374,3753612,SPNCRNA.1635.1,1238,-,44,19.04847664,15.38649163
chrI,584477,587656,SPNCRNA.662.1,3179,-,113,48.91995137,15.38847165
chrIII,628569,631529,SPCC31H12.05c.1,2363,-,84,36.36527359,15.38945137
chrI,1143062,1145256,SPAC56F8.10.1,2194,+,78,33.76775405,15.39095444
chrIII,2231452,2236121,SPCC1919.12c.1,4669,-,166,71.86470733,15.3918842
chrI,4937169,4937394,SPSNORNA.42.1,225,-,8,3.463359389,15.3927084
chrM,17805,18030,SPMchrIT.10.1,225,+,8,3.463359389,15.3927084
chrI,772649,774027,SPAC4G8.06c.1,1378,-,49,21.21307626,15.39410469
chrII,4399248,4400401,SPBC1289.09.1,1153,+,41,17.74971687,15.39437716
chrI,2104029,2105484,SPAC631.01c.1,1209,-,43,18.61555672,15.39748281
chrIII,2423806,2427995,SPCC569.05c.1,4189,+,149,64.50506863,15.39867955
chrI,4212475,4216888,SPAC1F7.01c.1,4413,-,157,67.96842802,15.40186449
chrIII,1511043,1513341,SPCC584.11c.1,1827,-,65,28.13979504,15.40218667
chrI,2098194,2101876,SPAC25A8.01c.1,3682,-,131,56.71251,15.40263715
chrII,2665293,2667478,SPBC3E7.05c.1,2108,-,75,32.46899428,15.40274871
chrII,1928802,1929870,SPBC16E9.08.1,1068,+,38,16.4509571,15.40351788
chrI,329809,332816,SPAC12G12.09.1,3007,-,107,46.32243183,15.40486592
chrII,2634226,2636702,SPBC6B1.05c.1,2220,-,79,34.20067397,15.405709
chrII,988915,990326,SPBP35G2.12.1,1180,+,42,18.18263679,15.40901423
chrIII,324830,327376,SPCC736.07c.1,2472,-,88,38.09695328,15.41138887
chrI,4942199,4944230,SPAC1B3.08.1,2022,+,72,31.1702345,15.41554624
chrII,2266289,2267665,SPNCRNA.1500.1,1376,+,49,21.21307626,15.41647984
chrII,3605141,3606517,SPNCRNA.425.1,1376,+,49,21.21307626,15.41647984
chrIII,1557810,1561207,SPCC162.10.1,3397,-,121,52.38331076,15.4204624
chrI,4834654,4836105,SPAC4F10.03c.1,1179,-,42,18.18263679,15.42208379
chrII,1194336,1195711,SPBC4.05.1,1375,+,49,21.21307626,15.42769183
chrI,2825582,2827013,SPAC3F10.05c.1,1431,-,51,22.07891611,15.42901195
chrIII,1464629,1466268,SPCC11E10.07c.1,1431,-,51,22.07891611,15.42901195
chrII,3513209,3514247,SPNCRNA.1609.1,1038,-,37,16.01803718,15.43163504
chrI,176877,177943,SPNCRNA.618.1,1066,-,38,16.4509571,15.43241754
chrIII,1625986,1629437,SPCC663.01c.1,3394,-,121,52.38331076,15.43409274
chrII,4351809,4352398,SPBC16C6.11.1,589,+,21,9.091318397,15.43517555
chrIII,64098,66972,SPCC757.09c.1,2832,-,101,43.72491229,15.43958767
chrI,1333346,1335669,SPAC6F12.11c.1,2215,-,79,34.20067397,15.44048486
chrI,904025,906347,SPAC1687.02.1,2271,+,81,35.06651382,15.44100124
chrI,4566341,4571134,SPAC31F12.01.1,4793,+,171,74.02930695,15.44529667
chrII,3774137,3777499,SPBC31F10.13c.1,3167,-,113,48.91995137,15.44677972
chrII,2892128,2894902,SPBP4H10.11c.1,2774,-,99,42.85907244,15.45027846
chrI,450859,453603,SPAC23E2.03c.1,2744,-,98,42.42615252,15.46142585
chrI,639404,641280,SPAC1D4.01.1,1876,+,67,29.00563489,15.46142585
chrI,2116879,2120391,SPAC20H4.05c.1,3276,-,117,50.65163107,15.46142585
chrI,2564427,2566667,SPNCRNA.839.1,2240,-,80,34.63359389,15.46142585
chrI,2788021,2788718,SPAC1805.08.1,588,+,21,9.091318397,15.46142585
chrI,4319246,4320285,SPAC27F1.02c.1,980,-,35,15.15219733,15.46142585
chrII,963855,965899,SPBP35G2.17.1,2044,-,73,31.60315443,15.46142585
chrIII,1647688,1648808,SPCC663.08c.1,1120,-,40,17.31679695,15.46142585
chrIII,2183589,2187389,SPCC830.03.1,3723,+,133,57.57834985,15.46557879
chrII,1418684,1420225,SPBC17A3.10.1,1483,+,53,22.94475595,15.47185162
chrI,1449926,1451399,SPAC3A12.16c.1,1399,-,50,21.64599618,15.47247762
chrIII,2139882,2141364,SPCC126.13c.1,1315,-,47,20.34723641,15.47318358
chrII,1200563,1203137,SPBC725.01.1,2574,+,92,39.82863298,15.47343939
chrII,450807,451618,SPNCRNA.1360.1,811,+,29,12.55467779,15.48049049
chrII,1074056,1075953,SPBC1734.08.1,1622,+,58,25.10935557,15.48049049
chrII,2648576,2651029,SPBC6B1.09c.1,2125,-,76,32.9019142,15.48325374
chrII,2320335,2322561,SPBC24C6.02.1,2097,+,75,32.46899428,15.4835452
chrI,1492306,1495689,SPAC5D6.12.1,3383,-,121,52.38331076,15.48427749
chrII,2684884,2688168,SPBC3E7.15c.1,3103,-,111,48.05411153,15.48633952
chrI,2474619,2475765,SPAC19A8.07c.1,1146,+,41,17.74971687,15.48840914
chrIII,1761157,1763220,SPCC1450.15.1,1677,+,60,25.97519542,15.48908493
chrI,5366783,5367314,SPNCRNA.264.1,531,+,19,8.22547855,15.49054341
chrII,922394,926641,SPBC646.02.1,4247,+,152,65.8038284,15.49419082
chrI,2734030,2736306,SPAC6F6.03c.1,1872,-,67,29.00563489,15.49446308
chrII,3310250,3311647,SPNCRNA.1591.1,1397,+,50,21.64599618,15.49462862
chrII,1264951,1266264,SPNCRNA.1424.1,1313,-,47,20.34723641,15.49675279
chrI,1772500,1774232,SPNCRNA.760.1,1732,-,62,26.84103527,15.49713353
chrI,203596,204322,SPNCRNA.621.1,726,-,26,11.25591802,15.5040193
chrII,674077,676143,SPNCRNA.322.1,2066,+,74,32.03607435,15.50632834
chrI,3470512,3475033,SPAC328.01c.1,4438,-,159,68.83426786,15.51020006
chrI,2993422,2994929,SPAC31G5.04.1,1507,+,54,23.37767588,15.51272454
chrII,2506814,2510260,SPBC365.06.1,3265,+,117,50.65163107,15.51351641
chrIII,1342922,1346239,SPCC338.17c.1,3237,+,116,50.21871115,15.51396699
chrI,3020647,3021791,SPAC31G5.18c.1,1144,-,41,17.74971687,15.51548677
chrI,2341250,2343947,SPAC17G8.01c.1,2650,-,95,41.12739275,15.51977085
chrII,3461271,3463865,SPBC2G2.14.1,2594,+,93,40.2615529,15.52103042
chrIII,2011025,2012559,SPNCRNA.1254.1,1534,+,55,23.8105958,15.52190078
chrI,4601277,4603478,SPAC12B10.16c.1,2036,-,73,31.60315443,15.52217801
chrIII,1967054,1967807,SPNCRNA.1248.1,753,-,27,11.68883794,15.52302515
chrII,2505269,2506691,SPBC365.05c.1,1422,-,51,22.07891611,15.52666393
chrI,872882,874248,SPAC23G3.04.1,1366,+,49,21.21307626,15.5293384
chrI,1928770,1931267,SPAC3H1.01c.1,2453,-,88,38.09695328,15.53075959
chrII,2349141,2350982,SPBC19G7.04.1,1756,+,63,27.27395519,15.53186514
chrIII,2297045,2298355,SPNCRNA.1283.1,1310,+,47,20.34723641,15.53224154
chrI,3334941,3338202,SPAC26A3.03c.1,3261,-,117,50.65163107,15.53254556
chrI,1368511,1369068,SPNCRNA.739.1,557,-,20,8.658398473,15.54470103
chrI,3344728,3345820,SPAC26A3.06.1,919,+,33,14.28635748,15.54554677
chrII,3166118,3168485,SPBC609.04.1,2367,+,85,36.79819351,15.54634284
chrI,3910534,3912648,SPAC323.03c.1,1977,-,71,30.73731458,15.547453
chrII,376975,378395,SPNCRNA.1350.1,1420,-,51,22.07891611,15.54853247
chrII,3885534,3886954,SPBC211.07c.1,1420,-,51,22.07891611,15.54853247
chrI,1855317,1856904,SPAP11E10.01.1,1587,+,57,24.67643565,15.54910879
chrIII,1650365,1653177,SPCC663.10.1,2812,+,101,43.72491229,15.54939982
chrI,4664184,4664880,SPNCRNA.1012.1,696,-,25,10.82299809,15.55028461
chrII,3047865,3050504,SPBC13E7.05.1,2589,+,93,40.2615529,15.55100537
chrI,912229,912396,SPRRNA.12.1,167,-,6,2.597519542,15.55400923
chrI,3523135,3524339,SPAC16E8.12c.1,835,-,30,12.98759771,15.55400923
chrI,3879507,3880008,SPNCRNA.94.1,501,+,18,7.792558626,15.55400923
chrIII,2242246,2245648,SPCC790.02.1,3255,+,117,50.65163107,15.56117698
chrI,4507216,4509970,SPAC27D7.02c.1,2754,-,99,42.85907244,15.56248092
chrIII,957562,958480,SPNCRNA.1162.1,918,-,33,14.28635748,15.56248092
chrIII,281838,283213,SPCC553.11c.1,1196,+,43,18.61555672,15.56484675
chrIII,770274,772180,SPCC1020.07.1,1613,-,58,25.10935557,15.56686644
chrI,5253234,5255892,SPAC14C4.13.1,2558,+,92,39.82863298,15.57022399
chrI,1441966,1443260,SPAC3A12.13c.1,1251,-,45,19.48139657,15.57265912
chrII,1620798,1620937,SPNCRNA.369.1,139,+,5,2.164599618,15.57265912
chrI,2190849,2193879,SPAC1783.03.1,3030,+,109,47.18827168,15.57368702
chrI,3924623,3927430,SPAC2F3.02.1,2807,+,101,43.72491229,15.57709736
chrIII,1351473,1354474,SPCC338.13.1,3001,-,108,46.75535176,15.57992394
chrI,3907438,3908904,SPAC323.01c.1,1417,-,51,22.07891611,15.58145103
chrIII,652647,656420,SPCC5E4.06.1,3667,+,132,57.14542992,15.58370055
chrI,175889,180028,SPAC13G6.03.1,4139,+,149,64.50506863,15.58469887
chrII,1686426,1687926,SPNCRNA.1453.1,1500,+,54,23.37767588,15.58511725
chrI,3586166,3588777,SPAC17A2.14.1,2611,+,94,40.69447282,15.58578048
chrIII,85127,88460,SPCC613.03.1,3333,+,120,51.95039084,15.58667592
chrIII,1877675,1878730,SPNCRNA.1239.1,1055,-,38,16.4509571,15.59332426
chrII,368438,370940,SPBC1271.02.1,2443,-,88,38.09695328,15.59433208
chrI,2345980,2347368,SPAC17G8.03c.1,1388,-,50,21.64599618,15.59509811
chrI,2601068,2604177,SPAC823.12.1,3109,+,112,48.48703145,15.59570005
chrIII,514795,518379,SPCC970.01.1,3220,-,116,50.21871115,15.59587303
chrI,4761229,4763033,SPAC1782.03.1,1804,+,65,28.13979504,15.59855601
chrII,4372709,4373432,SPBC1539.06.1,666,+,24,10.39007817,15.60071797
chrIII,1982193,1985220,SPCC18.15.1,2497,+,90,38.96279313,15.60384186
chrI,5015958,5018021,SPAC890.07c.1,1276,-,46,19.91431649,15.6068311
chrII,3304726,3306572,SPBC17D11.01.1,1692,+,61,26.40811534,15.60763318
chrII,2329671,2331890,SPBC24C6.06.1,2219,+,80,34.63359389,15.60774849
chrI,2228921,2230058,SPAC18G6.06.1,1137,+,41,17.74971687,15.61100868
chrI,2093220,2093941,SPNCRNA.792.1,721,-,26,11.25591802,15.61153678
chrII,1424227,1427471,SPBC691.03c.1,3244,-,117,50.65163107,15.61394299
chrI,3914873,3915677,SPNCRNA.948.1,804,+,29,12.55467779,15.61527088
chrIII,2204088,2206069,SPCC1919.01.1,1608,+,58,25.10935557,15.61527088
chrI,1751075,1753681,SPAC17A5.18c.1,2606,-,94,40.69447282,15.61568412
chrIII,399005,400502,SPCC1682.13.1,1497,+,54,23.37767588,15.61634995
chrII,2347884,2349206,SPBC19G7.02.1,1081,+,39,16.88387702,15.61875765
chrI,2845470,2849267,SPAC3F10.15c.1,3797,-,137,59.31002954,15.62023428
chrI,2880962,2882258,SPACUNK4.15.1,1247,-,45,19.48139657,15.62261152
chrI,4352439,4355260,SPAC23D3.08.1,2771,+,100,43.29199237,15.62323795
chrII,3005477,3007839,SPBC15D4.01c.1,2189,-,79,34.20067397,15.6238803
chrII,2269396,2273358,SPBC16H5.13.1,3602,-,130,56.27959008,15.62453917
chrI,4288008,4291776,SPAC2C4.17c.1,3768,-,136,58.87710962,15.62555988
chrII,3329496,3330909,SPNCRNA.1592.1,1413,-,51,22.07891611,15.62555988
chrI,4191409,4192157,SPAC25B8.18.1,748,+,27,11.68883794,15.62678869
chrI,2673636,2674938,SPAC4F8.02c.1,1302,+,47,20.34723641,15.62767774
chrI,5370227,5372083,SPNCRNA.1078.1,1856,+,67,29.00563489,15.62803604
chrII,3635247,3636355,SPNCRNA.1627.1,1108,-,40,17.31679695,15.62887811
chrI,5448734,5451642,SPAC1039.02.1,2908,+,105,45.45659199,15.63156533
chrIII,2332687,2334958,SPCC1494.06c.1,2271,-,82,35.49943374,15.63163089
chrII,3870709,3873758,SPBC211.02c.1,2991,-,108,46.75535176,15.63201329
chrI,4870283,4872026,SPAC4F10.18.1,1523,+,55,23.8105958,15.63400906
chrI,4270891,4274158,SPAC2C4.07c.1,3267,-,118,51.08455099,15.63653229
chrI,3123162,3126653,SPAC688.08.1,3405,+,123,53.24915061,15.63851707
chrI,3657810,3659118,SPAC8C9.10c.1,1218,-,44,19.04847664,15.63914338
chrII,1403124,1404185,SPBC17A3.02.1,692,+,25,10.82299809,15.64017065
chrI,828320,831629,SPAC2G11.11c.1,3183,-,115,49.78579122,15.64115338
chrII,3835396,3837278,SPBC23E6.01c.1,1882,-,68,29.43855481,15.64216515
chrIII,900326,903425,SPCC16A11.17.1,3099,+,112,48.48703145,15.64602499
chrI,4645459,4647689,SPAC30C2.08.1,1992,+,72,31.1702345,15.64770808
chrII,1167508,1168516,SPBC409.15.1,747,+,27,11.68883794,15.64770808
chrII,1491578,1492989,SPBC11B10.04c.1,1411,-,51,22.07891611,15.64770808
chrII,2764128,2765263,SPBC336.13c.1,996,-,36,15.58511725,15.64770808
chrIII,1309134,1309632,SPNCRNA.1186.1,498,+,18,7.792558626,15.64770808
chrII,2332227,2335104,SPBC24C6.08c.1,2877,-,104,45.02367206,15.64952105
chrII,3756582,3759376,SPBC31F10.03.1,2794,+,101,43.72491229,15.64957491
chrIII,1227173,1229303,SPCC4E9.02.1,2130,+,77,33.33483412,15.65015687
chrI,5372017,5373807,SPAC4D7.11.1,1632,+,59,25.5422755,15.6509041
chrI,1638338,1641062,SPAP27G11.15.1,2683,+,97,41.9932326,15.6515962
chrI,3892031,3892999,SPNCRNA.947.1,968,+,35,15.15219733,15.65309641
chrI,5288244,5292558,SPAC11E3.05.1,4314,+,156,67.53550809,15.65496247
chrI,1316007,1316643,SPAC6F12.04.1,636,+,23,9.957158244,15.65590919
chrII,517272,517984,SPBC1685.10.1,470,+,17,7.359638702,15.65880575
chrII,804138,805686,SPBC530.07c.1,1548,-,56,24.24351573,15.66118587
chrI,148037,150331,SPAC5H10.02c.1,2294,-,83,35.93235366,15.66362409
chrII,3757413,3759491,SPBC31F10.04c.1,1962,-,71,30.73731458,15.66631732
chrIII,652644,656485,SPNCRNA.1150.1,3841,-,139,60.17586939,15.66671945
chrI,3300811,3302082,SPNCRNA.900.1,1271,-,46,19.91431649,15.66822698
chrI,2810264,2812517,SPAC1B2.03c.1,2210,-,80,34.63359389,15.67130945
chrI,1856832,1860727,SPAP11E10.02c.1,3895,-,141,61.04170924,15.67181238
chrI,719379,721549,SPAC1296.06.1,1961,+,71,30.73731458,15.67430626
chrII,1136611,1137771,SPBC1709.19c.1,1160,-,42,18.18263679,15.67468689
chrI,3508513,3510077,SPAC16E8.06c.1,1519,-,55,23.8105958,15.67517828
chrII,2932911,2934291,SPBC1703.10.1,939,+,34,14.7192774,15.67548179
chrI,1996773,1999613,SPAC767.01c.1,2789,-,101,43.72491229,15.6776308
chrII,3839328,3844105,SPBC23E6.02.1,4777,+,173,74.89514679,15.67828068
chrII,639272,641343,SPBC115.01c.1,1988,+,72,31.1702345,15.67919241
chrI,4926479,4928138,SPAPB8E5.10.1,1546,+,56,24.24351573,15.68144614
chrI,876861,878930,SPAC23G3.06.1,1960,+,71,30.73731458,15.68230336
chrIII,2315605,2317771,SPCC1494.01.1,2125,+,77,33.33483412,15.68698076
chrI,3462671,3466357,SPAC3A11.04.1,3394,-,123,53.24915061,15.68920171
chrIII,2270043,2271671,SPCC1840.07c.1,1628,-,59,25.5422755,15.68935841
chrI,5240349,5242915,SPAC14C4.07.1,2566,+,93,40.2615529,15.69039474
chrI,749522,751846,SPAC22G7.08.1,2207,+,80,34.63359389,15.69261164
chrI,3226928,3228192,SPAC6G10.06.1,1131,+,41,17.74971687,15.6938257
chrI,4875417,4878120,SPAC19B12.01.1,2703,+,98,42.42615252,15.69594988
chrII,3844086,3849519,SPBC23E6.04c.1,5433,-,197,85.28522496,15.69763022
