#chrom,st,end,accession,mRNA_size,gene_strand,Frag_count,FPM,FPKM
chrI,3852886,3853574,SPAC4H3.13.1,611,+,77,18.95815345,31.02807438
chrII,3018105,3019993,SPBC15D4.04.1,1888,+,238,58.59792883,31.03703858
chrIII,2224881,2229932,SPCC1919.10c.1,4918,-,620,152.6500667,31.03905382
chrII,3072289,3074762,SPBC30D10.12c.1,2355,+,297,73.12430615,31.05066079
chrII,3309212,3310387,SPBC17D11.03c.1,999,-,126,31.02243291,31.0534864
chrII,1051556,1053615,SPBC337.12.1,1798,+,227,55.8896212,31.0843277
chrII,1120581,1122015,SPBC1709.11c.1,1291,-,163,40.13219496,31.08613087
chrI,4664298,4668408,SPAC144.06.1,3935,+,497,122.3662632,31.09689026
chrII,1333997,1335608,SPBC27B12.07.1,1433,+,181,44.56397109,31.0983748
chrI,5136082,5137380,SPNCRNA.1050.1,1298,-,164,40.37840474,31.10817006
chrII,2571144,2573169,SPNCRNA.1529.1,2025,-,256,63.02970496,31.12578023
chrII,3287674,3289422,SPBC20F10.03.1,1748,+,221,54.41236249,31.12835383
chrI,3886096,3886270,SPAC926.10.1,174,-,22,5.41661527,31.12997282
chrII,1578092,1579286,SPNCRNA.1449.1,1194,+,151,37.17767754,31.13708336
chrII,2965104,2966645,SPBC2A9.11c.1,1423,-,180,44.3177613,31.1438941
chrI,2795956,2797948,SPAC1805.14.1,1992,+,252,62.04486582,31.147021
chrIII,1955677,1959359,SPCC18.03.1,3682,+,466,114.7337598,31.16071695
chrIII,998796,1000613,SPCC895.03c.1,1817,-,230,56.62825055,31.16579557
chrI,3316785,3319038,SPAPB1E7.11c.1,2188,-,277,68.20011045,31.17006876
chrII,804138,805686,SPBC530.07c.1,1548,-,196,48.25711786,31.17384875
chrII,3317742,3319629,SPBC17D11.06.1,1587,+,201,49.48816679,31.18346994
chrII,3755595,3756574,SPNCRNA.1636.1,979,-,124,30.53001334,31.18489616
chrII,2367078,2369193,SPBC19G7.09.1,2115,+,268,65.98422238,31.19821389
chrIII,980950,984908,SPCC1795.08c.1,3819,+,484,119.1655359,31.20333489
chrII,3954551,3956123,SPBC26H8.05c.1,1404,-,178,43.82534173,31.21463086
chrII,2871687,2873493,SPBP4H10.03.1,1806,+,229,56.38204077,31.21929168
chrIII,955170,955906,SPCPB16A4.07.1,686,+,87,21.4202513,31.22485612
chrI,4686461,4688886,SPAC144.16.1,2425,+,308,75.83261379,31.27118094
chrI,2531224,2532877,SPAC25H1.06.1,1653,+,210,51.70405485,31.27892006
chrI,2562084,2562559,SPSNRNA.06.1,425,-,54,13.29532839,31.28312563
chrI,5435871,5437295,SPAC29B12.11c.1,1424,-,181,44.56397109,31.29492352
chrI,2039369,2040627,SPAC607.02c.1,1164,-,148,36.43904818,31.30502421
chrI,4037949,4041848,SPAPJ698.03c.1,3899,-,496,122.1200534,31.32086519
chrII,423268,425446,SPBC582.04c.1,1752,-,223,54.90478206,31.33834592
chrI,3688459,3691125,SPAC15A10.06.1,2026,+,258,63.52212453,31.35346719
chrI,799340,800981,SPAC16C9.05.1,1641,+,209,51.45784507,31.3576143
chrII,4318849,4320442,SPBC543.10.1,1452,+,185,45.54881023,31.36970401
chrIII,455067,457759,SPCC4G3.09c.1,2692,+,343,84.44995626,31.37071184
chrI,796875,798833,SPAC16C9.04c.1,1820,-,232,57.12067012,31.38498358
chrII,1578051,1579102,SPBC28F2.05c.1,1051,-,134,32.99211119,31.39116193
chrI,1426053,1429956,SPAC3A12.05c.1,3721,-,475,116.9496479,31.42962856
chrII,1719224,1720988,SPBC2F12.10.1,1722,-,220,54.1661527,31.45537323
chrII,1381909,1385162,SPBC8D2.14c.1,3162,-,404,99.46875315,31.45754369
chrIII,2221978,2222620,SPCC1919.08c.1,587,-,75,18.46573388,31.45780899
chrII,3914656,3915896,SPBC1604.09c.1,1166,+,149,36.68525797,31.46248539
chrI,3799044,3801693,SPAC1556.03.1,2551,+,326,80.26438992,31.46389256
chrI,3321854,3323689,SPAPB1E7.14.1,1736,+,222,54.65857227,31.48535269
chrIII,950725,952502,SPCPB16A4.04c.1,1587,-,203,49.98058636,31.49375322
chrI,170488,174701,SPAC13G6.01c.1,4213,-,539,132.7070741,31.49942419
chrI,4834654,4836105,SPAC4F10.03c.1,1179,-,151,37.17767754,31.53322946
chrII,617190,618244,SPBC839.09c.1,960,-,123,30.28380356,31.54562871
chrI,5555715,5556768,SPAC750.01.1,1053,+,135,33.23832098,31.56535705
chrII,2340669,2341088,SPBC24C6.13.1,273,+,35,8.617342476,31.56535705
chrI,1101684,1103890,SPAC30D11.09.1,2119,-,272,66.96906152,31.60408755
chrI,3080861,3083426,SPAC16A10.02.1,2515,+,323,79.52576056,31.62058074
chrI,2563654,2566870,SPAC4A8.10.1,2982,+,383,94.29834766,31.62251766
chrIII,2271752,2273986,SPCC1840.08c.1,2234,-,287,70.6622083,31.63035286
chrI,5517864,5519950,SPAC869.02c.1,2086,+,268,65.98422238,31.63193786
chrI,4751389,4752521,SPAPYUG7.04c.1,825,-,106,26.09823721,31.63422692
chrI,546663,548562,SPAC2F7.08c.1,1899,-,244,60.07518754,31.63516985
chrI,2160353,2164078,SPAC23C11.15.1,3601,+,463,113.9951305,31.65652054
chrII,1699977,1700965,SPBC19C2.12.1,801,+,103,25.35960786,31.6599349
chrI,4480190,4481986,SPAC17C9.11c.1,1493,+,192,47.27227872,31.66261134
chrI,1643042,1644421,SPAC343.03.1,1119,+,144,35.45420904,31.68383292
chrII,824804,827995,SPBC530.14c.1,3191,-,411,101.1922216,31.71175858
chrII,790663,792183,SPBC530.03c.1,1520,-,196,48.25711786,31.74810386
chrII,1875653,1876846,SPBC3H7.04.1,1193,-,154,37.91630689,31.78231927
chrI,3283003,3285778,SPAPB1E7.02c.1,2672,-,345,84.94237583,31.78981131
chrI,2668080,2669009,SPAC4F8.06.1,929,-,120,29.5451742,31.80320151
chrI,3407544,3409630,SPAP32A8.03c.1,1927,-,249,61.30623647,31.81434171
chrIII,2239818,2242154,SPCC1919.15.1,2336,+,302,74.35535508,31.83020337
chrII,4322828,4332028,SPBC16C6.02c.1,9015,-,1166,287.0806093,31.84477086
chrI,4669626,4671454,SPAC144.09c.1,1785,-,231,56.87446034,31.86244277
chrI,4503485,4506928,SPAC1851.04c.1,3443,-,446,109.8095641,31.89357076
chrII,1762435,1763290,SPBC11G11.04.1,679,+,88,21.66646108,31.90936831
chrI,1354203,1357184,SPAC19E9.02.1,2667,+,346,85.18858562,31.94172689
chrI,579352,581553,SPAC13A11.04c.1,1880,-,244,60.07518754,31.95488699
chrI,4190287,4191481,SPAC25B8.17.1,1194,+,155,38.16251668,31.96190677
chrII,1040987,1042032,SPBC337.06c.1,986,-,128,31.51485248,31.96232503
chrI,841470,842624,SPAC2G11.15c.1,955,-,124,30.53001334,31.96860036
chrII,1996005,1999152,SPBC1A4.10c.1,3147,-,409,100.6998021,31.99866605
chrII,3991611,3993019,SPBC3B9.02c.1,1408,-,183,45.05639066,32.00027746
chrI,526936,527036,SPSNORNA.03.1,100,+,13,3.200727205,32.00727205
chrIII,2327040,2328706,SPCC1494.04c.1,1546,-,201,49.48816679,32.01045717
chrI,531793,533731,SPAC2F7.02c.1,1938,-,252,62.04486582,32.01489465
chrI,510409,511433,SPAC227.08c.1,869,-,113,27.82170571,32.01577181
chrIII,1156110,1156556,SPCC4B3.11c.1,446,+,58,14.28016753,32.01831285
chrI,1638338,1641062,SPAP27G11.15.1,2683,+,349,85.92721497,32.02654304
chrI,2084965,2086433,SPAC3C7.10.1,1468,+,191,47.02606894,32.03410691
chrIII,1267709,1268633,SPCC23B6.02c.1,853,-,111,27.32928614,32.03902243
chrII,877401,882319,SPBC713.06.1,4918,+,640,157.5742624,32.04031363
chrIII,302313,305477,SPCC553.03.1,3119,-,406,99.96117272,32.04910956
chrIII,1258430,1261280,SPCC645.13.1,2796,+,364,89.62036175,32.05306214
chrI,2341250,2343947,SPAC17G8.01c.1,2650,-,345,84.94237583,32.05372673
chrII,209755,211172,SPBC660.08.1,1321,+,172,42.34808302,32.05759502
chrI,2585171,2587474,SPAC823.03.1,2256,+,294,72.3856768,32.08584964
chrII,4293218,4296025,SPBC16A3.03c.1,2807,+,366,90.11278132,32.10287899
chrIII,1611046,1612779,SPCC777.08c.1,1733,-,226,55.64341141,32.10814277
chrI,170236,174473,SPNCRNA.617.1,4237,+,553,136.1540111,32.13453177
chrI,5233953,5235661,SPAC14C4.04.1,1708,+,223,54.90478206,32.14565694
chrI,1423028,1424169,SPAC3A12.03c.1,1141,-,149,36.68525797,32.15184747
chrI,4709726,4715261,SPAC1834.08.1,5435,+,710,174.8089474,32.16355977
chrIII,490015,495983,SPCC970.09.1,5488,-,717,176.5324159,32.1669854
chrII,156253,157003,SPNCRNA.298.1,750,+,98,24.12855893,32.17141191
chrII,1108614,1110598,SPBC1709.06.1,1705,+,223,54.90478206,32.20221822
chrII,3655453,3656797,SPBP8B7.13.1,1269,+,166,40.87082431,32.20711136
chrI,2604050,2605296,SPAC823.13c.1,1246,-,163,40.13219496,32.2088242
chrI,2354126,2355211,SPAC17G8.07.1,1085,+,142,34.96178947,32.22284744
chrI,5238325,5240370,SPAC14C4.06c.1,1956,-,256,63.02970496,32.22377554
chrII,1581814,1584320,SPBC28F2.08c.1,2506,-,328,80.75680949,32.22538288
chrIII,196512,199449,SPCC1235.10c.1,2688,-,352,86.66584433,32.24175756
chrI,2367139,2370652,SPAC17G8.14c.1,3328,-,436,107.3474663,32.25584924
chrIII,594464,595349,SPNCRNA.1145.1,885,-,116,28.56033506,32.27156504
chrI,3922353,3923496,SPAC2F3.01.1,1143,+,150,36.93146775,32.31099541
chrI,2845943,2848624,SPAC3F10.13.1,2681,+,352,86.66584433,32.3259397
chrI,1488609,1489774,SPAC9.13c.1,1165,-,153,37.67009711,32.3348473
chrI,346794,350151,SPAC12G12.01c.1,3357,+,441,108.5785152,32.34391278
chrI,2588667,2590139,SPAC823.05c.1,1420,-,187,46.0412298,32.42340127
chrI,369790,374217,SPAC630.13c.1,4427,-,583,143.5403047,32.42383209
chrI,3523135,3524339,SPAC16E8.12c.1,835,-,110,27.08307635,32.43482198
chrII,3880097,3883065,SPBC211.04c.1,2968,-,391,96.26802594,32.43531871
chrI,2387587,2389909,SPAC22H10.09.1,2322,+,306,75.34019422,32.44625074
chrI,4254671,4255695,SPAC21E11.04.1,1024,+,135,33.23832098,32.45929783
chrI,2345980,2347368,SPAC17G8.03c.1,1388,-,183,45.05639066,32.46137655
chrI,4282490,4284568,SPAC2C4.14c.1,2078,-,274,67.46148109,32.46462035
chrII,3063941,3065405,SPBC30D10.16.1,1274,-,168,41.36324388,32.4672244
chrI,1220968,1224862,SPAC10F6.09c.1,3851,-,508,125.0745708,32.47846554
chrII,1529061,1531442,SPBC83.11.1,2319,+,306,75.34019422,32.48822519
chrI,402718,405389,SPAC31A2.09c.1,2575,-,340,83.71132691,32.50925317
chrI,244205,247074,SPAC806.06c.1,2869,-,379,93.31350852,32.52475027
chrI,5045615,5049021,SPAC22E12.14c.1,3406,-,450,110.7944033,32.52918475
chrII,2791159,2794184,SPBC32F12.04.1,2693,+,356,87.65068347,32.54759876
chrI,5123327,5129129,SPAC29A4.11.1,5802,-,767,188.8429051,32.54789816
chrI,3526977,3528225,SPAC16E8.14c.1,922,-,122,30.03759377,32.57873511
chrII,2240871,2242475,SPBC15C4.03.1,1555,+,206,50.71921571,32.61685898
chrII,1871846,1873320,SPBC3H7.06c.1,1404,+,186,45.79502001,32.61753562
chrI,1206811,1210630,SPAC10F6.02c.1,3766,-,499,122.8586827,32.6231234
chrIII,1795740,1796894,SPNCRNA.1230.1,1154,+,153,37.67009711,32.64306508
chrI,1638543,1641241,SPAC343.01c.1,2632,-,349,85.92721497,32.64711815
chrII,499180,500762,SPBC1685.03.1,1364,+,181,44.56397109,32.67153306
chrIII,2101752,2102400,SPCC576.13.1,648,+,86,21.17404151,32.67598999
chrIII,2239856,2242131,SPNCRNA.1276.1,2275,-,302,74.35535508,32.68367256
chrII,2044061,2045213,SPNCRNA.1483.1,1152,+,153,37.67009711,32.69973707
chrII,2925470,2927790,SPBC1703.06.1,2266,+,301,74.10914529,32.70483023
chrII,4282593,4283835,SPNCRNA.1686.1,1242,-,165,40.62461453,32.70902941
chrIII,2190354,2191129,SPNCRNA.1270.1,775,+,103,25.35960786,32.72207465
chrIII,1542332,1546161,SPCC1753.02c.1,3829,-,509,125.3207806,32.72937597
chrI,3592993,3596453,SPAC17G6.04c.1,3460,-,460,113.2565011,32.73309281
chrI,1430098,1432875,SPAC3A12.06c.1,2729,-,363,89.37415196,32.74978086
chrI,2989279,2990817,SPAC31G5.01.1,1481,+,197,48.50332765,32.75039004
chrI,2854404,2855688,SPAC8F11.02c.1,1105,-,147,36.1928384,32.75369991
chrII,1800124,1801506,SPBC18H10.17c.1,1382,-,184,45.30260044,32.78046342
chrI,1299706,1301178,SPAC1565.06c.1,1194,-,159,39.14735582,32.78673017
chrI,3186321,3188100,SPAC1486.02c.1,1584,-,211,51.95026464,32.79688424
chrIII,28297,29423,SPCP20C8.01c.1,1126,-,150,36.93146775,32.79881683
chrI,1197062,1199912,SPNCRNA.722.1,2850,-,380,93.55971831,32.82797134
chrI,2691325,2692150,SPAC644.10.1,765,+,102,25.11339807,32.82797134
chrII,3907816,3908731,SPBC1604.13c.1,915,+,122,30.03759377,32.82797134
chrII,4239160,4239235,SPNCRNA.497.1,75,-,10,2.46209785,32.82797134
chrII,99859,101411,SPBPB10D8.07c.1,1552,-,207,50.9654255,32.83854736
chrII,189391,191786,SPBC1198.09.1,2337,+,312,76.81745293,32.87011251
chrI,4744527,4746206,SPAC458.07.1,1468,+,196,48.25711786,32.87269609
chrI,469980,472993,SPAC24H6.09.1,2958,-,395,97.25286508,32.87791247
chrI,2990803,2992231,SPAC31G5.02.1,1153,+,154,37.91630689,32.88491491
chrIII,573502,574812,SPNCRNA.1144.1,1310,+,175,43.08671238,32.89062014
chrIII,1286212,1287739,SPNCRNA.1184.1,1527,-,204,50.22679614,32.89246637
chrI,4034144,4035920,SPAC27E2.10c.1,1309,-,175,43.08671238,32.91574666
chrII,3231325,3232080,SPBC19F8.02.1,755,+,101,24.86718829,32.93667323
chrI,3556907,3558514,SPAC17A2.04c.1,1607,-,215,52.93510378,32.94032594
chrI,2371725,2372900,SPAC22H10.02.1,971,+,130,32.00727205,32.963205
chrIII,900326,903425,SPCC16A11.17.1,3099,+,415,102.1770608,32.97097799
chrIII,2314516,2315434,SPCC965.14c.1,918,+,123,30.28380356,32.98889276
chrII,1143730,1146633,SPBC409.07c.1,2903,-,389,95.77560637,32.99194157
chrI,4675115,4678174,SPAC144.12.1,3059,+,410,100.9460119,32.99967697
chrII,155750,159570,SPBC1683.08.1,3820,+,512,126.0594099,32.99984553
chrI,773999,776062,SPAC4G8.07c.1,1633,-,219,53.91994292,33.01894851
chrI,1614240,1615625,SPAP27G11.04c.1,1342,-,180,44.3177613,33.02366714
chrII,1670448,1673825,SPBC19C2.01.1,3377,+,453,111.5330326,33.02725277
chrII,3961854,3962537,SPBC26H8.14c.1,559,-,75,18.46573388,33.0335132
chrI,4746021,4748489,SPAPYUG7.02c.1,2370,-,318,78.29471164,33.03574331
chrI,4671422,4673090,SPAC144.10c.1,1668,-,224,55.15099184,33.06414379
chrII,3895370,3897514,SPBC1604.19c.1,2144,+,288,70.90841808,33.0729562
chrIII,664513,666057,SPCC16C4.03.1,1399,+,188,46.28743958,33.08608977
chrI,2673636,2674938,SPAC4F8.02c.1,1302,+,175,43.08671238,33.09271304
chrI,3033836,3033955,SPNCRNA.88.1,119,+,16,3.93935656,33.10383664
chrI,2418660,2419945,SPAC6B12.05c.1,1285,-,173,42.59429281,33.14730958
chrII,2545089,2546359,SPNCRNA.1526.1,1270,-,171,42.10187324,33.15108129
chrI,4570304,4575656,SPAC12B10.01c.1,5352,-,721,177.517255,33.16839593
chrII,3901631,3902410,SPBC1604.16c.1,779,+,105,25.85202743,33.18617128
chrII,1828225,1831124,SPNCRNA.1467.1,2899,+,391,96.26802594,33.20732182
chrII,1844941,1850285,SPBC28E12.05.1,5344,+,721,177.517255,33.21804921
chrII,3028684,3030224,SPBC15D4.10c.1,1480,-,200,49.241957,33.27159257
chrI,5403180,5408330,SPAC29B12.01.1,5150,+,696,171.3620104,33.27417677
chrI,4980242,4981189,SPNCRNA.1040.1,947,+,128,31.51485248,33.27861931
chrI,442200,445721,SPAC23E2.01.1,3521,+,476,117.1958577,33.28482183
chrIII,294474,295295,SPNCRNA.1127.1,821,-,111,27.32928614,33.28780285
chrI,565034,569485,SPAC2F7.16c.1,4451,-,602,148.2182906,33.29999788
chrII,469387,470150,SPBC428.13c.1,658,-,89,21.91267087,33.30193141
chrI,4681263,4683244,SPAC144.14.1,1929,+,261,64.26075389,33.31298802
chrII,896714,897364,SPNCRNA.1396.1,650,+,88,21.66646108,33.33301705
chrIII,823410,824429,SPCC1393.12.1,1019,+,138,33.97695033,33.34342525
chrII,3835396,3837278,SPBC23E6.01c.1,1882,-,255,62.78349518,33.35998681
chrIII,660739,661264,SPCC16C4.20c.1,428,-,58,14.28016753,33.36487741
chrII,72080,73390,SPBPB21E7.08.1,1290,+,175,43.08671238,33.40055223
chrII,3770855,3773191,SPBC31F10.11c.1,2336,-,317,78.04850185,33.41117374
chrI,4543485,4546946,SPAC637.04.1,3366,+,457,112.5178718,33.42776939
chrIII,189067,190401,SPCC1235.06.1,1274,+,173,42.59429281,33.43351084
chrI,3692790,3695013,SPAC15A10.08.1,2032,+,276,67.95390066,33.44188025
chrI,2562476,2564277,SPAC4A8.09c.1,1730,-,235,57.85929948,33.44468178
chrI,4450588,4453369,SPAC9E9.08.1,2591,+,352,86.66584433,33.44880136
chrII,3811016,3813377,SPNCRNA.1643.1,2361,+,321,79.03334099,33.47451969
chrI,4978272,4981008,SPAC1952.08c.1,2661,-,362,89.12794218,33.49415339
chrI,5419732,5426266,SPAC29B12.07.1,6534,+,889,218.8804989,33.49869894
chrI,1624750,1629971,SPAP27G11.10c.1,5150,-,701,172.5930593,33.5132154
chrI,3072854,3073852,SPNCRNA.883.1,998,-,136,33.48453076,33.55163403
chrIII,2398338,2400840,SPCP1E11.05c.1,2502,-,341,83.95753669,33.55616974
chrII,1700750,1702122,SPBC19C2.13c.1,1372,-,187,46.0412298,33.55774767
chrI,4981214,4984035,SPAC1952.09c.1,2821,-,385,94.79076723,33.6018317
chrIII,109596,110654,SPCC330.03c.1,864,-,118,29.05275463,33.62587342
chrI,4027001,4034337,SPAC27E2.09.1,7336,+,1002,246.7022046,33.628981
chrII,3034426,3035817,SPNCRNA.1577.1,1391,-,190,46.77985915,33.63038041
chrII,3124001,3126786,SPBC4C3.06.1,2744,-,375,92.32866938,33.64747426
chrII,3714944,3717257,SPBC25D12.02c.1,2261,-,309,76.07882357,33.64830764
chrII,340695,341753,SPBC1271.13.1,995,-,136,33.48453076,33.65279474
chrII,796254,798994,SPBC530.05.1,2740,+,375,92.32866938,33.69659466
chrI,1575289,1576307,SPAC23H4.18c.1,723,+,99,24.37476872,33.71337305
chrI,1880697,1881970,SPAPB1A10.10c.1,868,-,119,29.29896442,33.7545673
chrII,2819735,2825220,SPBC19C7.03.1,5485,+,753,185.3959681,33.80054113
chrI,936187,938157,SPAC1687.18c.1,1813,-,249,61.30623647,33.81480224
chrI,2020967,2024999,SPAC17H9.10c.1,4032,-,554,136.4002209,33.82941987
chrI,3491079,3492653,SPAC328.07c.1,1506,-,207,50.9654255,33.841584
chrIII,50291,52850,SPCC757.04.1,2459,+,338,83.21890734,33.84258127
chrI,4667118,4668769,SPAC144.07c.1,1651,-,227,55.8896212,33.85198134
chrII,3507522,3509173,SPBC1105.03c.1,1651,-,227,55.8896212,33.85198134
chrI,2435527,2437498,SPAC6B12.14c.1,1971,-,271,66.72285174,33.85228399
chrIII,1834598,1837464,SPCC1223.01.1,2763,+,380,93.55971831,33.86164253
chrI,2068564,2071624,SPAC3C7.04.1,3060,+,421,103.6543195,33.87396062
chrI,1030124,1031941,SPAC139.06.1,1490,+,205,50.47300593,33.87450062
chrIII,738015,739255,SPCC18B5.10c.1,930,-,128,31.51485248,33.88693815
chrI,5033372,5034586,SPAC22E12.08.1,1162,+,160,39.3935656,33.90151945
chrI,3727302,3728410,SPAC15E1.06.1,1030,+,142,34.96178947,33.94348492
chrII,828601,832553,SPBC530.15c.1,3952,-,545,134.1843328,33.95352551
chrI,3688044,3688305,SPAC15A10.17.1,261,+,36,8.863552261,33.95997035
chrII,4039173,4041267,SPBC215.07c.1,2094,-,289,71.15462787,33.98024254
chrII,2258785,2261031,SPBC21H7.04.1,2246,+,310,76.32503336,33.98265065
chrI,5417365,5418973,SPAC29B12.06c.1,1608,-,222,54.65857227,33.99164942
chrII,3750111,3751325,SPBC13G1.11.1,1166,+,161,39.63977539,33.99637683
chrII,1382001,1385138,SPBC8D2.13.1,2910,+,402,98.97633358,34.01248577
chrI,2362395,2362641,SPNCRNA.77.1,246,+,34,8.371132691,34.02899468
chrI,2890094,2890887,SPACUNK4.11c.1,738,+,102,25.11339807,34.02899468
chrI,904025,906347,SPAC1687.02.1,2271,+,314,77.3098725,34.04221598
chrI,383579,385433,SPAC1751.04.1,1265,+,175,43.08671238,34.0606422
chrIII,388527,389199,SPNCRNA.579.1,672,+,93,22.89751001,34.07367561
chrII,1558870,1561210,SPBC29B5.04c.1,2340,-,324,79.77197035,34.09058562
chrIII,401898,404951,SPCC1682.15.1,3053,+,423,104.1467391,34.11291813
chrI,2962953,2967478,SPAPB24D3.09c.1,4525,-,627,154.3735352,34.11569839
chrIII,386019,388386,SPCC1682.08c.1,2367,-,328,80.75680949,34.11779023
chrII,3446515,3448232,SPBC2G2.07c.1,1717,-,238,58.59792883,34.12808901
chrII,210125,211344,SPNCRNA.1328.1,1219,-,169,41.60945367,34.13408832
chrI,3649372,3650629,SPAC8C9.05.1,800,+,111,27.32928614,34.16160767
chrI,3731076,3732340,SPAC15E1.09.1,886,+,123,30.28380356,34.18036519
chrI,2832708,2834985,SPAC3F10.09.1,1893,+,263,64.75317346,34.20664208
chrII,1068960,1070077,SPBC1734.05c.1,914,-,127,31.2686427,34.21076882
chrII,1894349,1905532,SPBP16F5.03c.1,11183,-,1554,382.6100059,34.21353894
chrIII,1578090,1579162,SPCC162.05.1,1072,-,149,36.68525797,34.22132273
chrI,3281385,3282730,SPAPB1E7.01c.1,1345,-,187,46.0412298,34.23139762
chrI,828320,831629,SPAC2G11.11c.1,3183,-,443,109.0709348,34.266709
chrIII,895921,896000,SPNCRNA.127.1,79,+,11,2.708307635,34.28237513
chrI,1641661,1642932,SPAC343.02.1,1271,+,177,43.57913195,34.28727927
chrII,2444296,2446292,SPBC12C2.13c.1,1996,+,278,68.44632023,34.2917436
chrI,4900281,4901134,SPAC19B12.09.1,761,+,106,26.09823721,34.29466125
chrII,1657056,1659080,SPBC21B10.07.1,2024,-,282,69.43115937,34.3039325
chrIII,1457790,1459534,SPCC11E10.04.1,1744,+,243,59.82897776,34.30560651
chrIII,889280,892390,SPCC16A11.12c.1,2885,-,402,98.97633358,34.30722134
chrIII,2317998,2319119,SPCC1494.02c.1,825,-,115,28.31412528,34.32015185
chrII,3681873,3684412,SPBP8B7.23.1,2539,+,354,87.1582639,34.327792
chrI,1104752,1106608,SPAC30D11.08c.1,1807,+,252,62.04486582,34.33584163
chrI,5408179,5411132,SPAC29B12.02c.1,2953,-,412,101.4384314,34.35097576
chrIII,283180,285072,SPCC553.10.1,1892,-,264,64.99938324,34.35485372
chrI,2601068,2604177,SPAC823.12.1,3109,+,434,106.8550467,34.36958723
chrII,1651919,1654486,SPBC21B10.09.1,2370,-,331,81.49543884,34.38626111
chrI,2831473,2832797,SPAC3F10.08c.1,1324,-,185,45.54881023,34.40242464
chrII,3870709,3873758,SPBC211.02c.1,2991,-,418,102.9156901,34.40845541
chrI,4157826,4160623,SPAC25B8.03.1,2797,+,391,96.26802594,34.4183146
chrI,2770614,2773500,SPAC1805.01c.1,2704,-,378,93.06729874,34.41837971
chrI,1387892,1390617,SPAC20G8.01.1,2623,+,367,90.3589911,34.44871944
chrII,1821459,1822754,SPBC9B6.05c.1,1029,-,144,35.45420904,34.45501365
chrI,4101302,4103209,SPAC23A1.14c.1,1907,-,267,65.7380126,34.47195207
chrIII,856978,859292,SPCC63.11.1,2314,+,324,79.77197035,34.47362591
chrII,3650445,3651737,SPNCRNA.575.1,1292,+,181,44.56397109,34.49223768
chrIII,489828,493167,SPCC970.10c.1,3275,+,459,113.0102913,34.50695918
chrI,3449834,3452853,SPAC3A11.09.1,2804,-,393,96.76044551,34.50800482
chrII,2914704,2915760,SPBC1703.01c.1,984,-,138,33.97695033,34.52942107
chrIII,1665532,1669788,SPCC1902.01.1,4256,-,597,146.9872417,34.53647595
chrIII,717850,718869,SPCC18B5.02c.1,1019,-,143,35.20799926,34.55152037
chrI,664676,665246,SPNCRNA.673.1,570,-,80,19.6967828,34.5557593
chrIII,1227173,1229303,SPCC4E9.02.1,2130,+,299,73.61672572,34.56184306
chrI,3207421,3207941,SPNCRNA.895.1,520,-,73,17.97331431,34.56406597
chrIII,2164462,2170064,SPCC1620.12c.1,5471,-,769,189.3353247,34.60707817
chrI,3378216,3380590,SPAC8E11.05c.1,2374,+,334,82.2340682,34.63945585
chrII,1063804,1066718,SPNCRNA.1408.1,2914,-,410,100.9460119,34.64173365
chrII,882252,883915,SPBC713.08.1,1663,+,234,57.61308969,34.64407077
chrI,4462939,4467700,SPAC9E9.12c.1,4761,-,670,164.960556,34.64829993
chrIII,1144467,1144799,SPCC4B3.20.1,270,+,38,9.355971831,34.65174752
chrI,560823,562179,SPAC2F7.14c.1,1356,-,191,47.02606894,34.67999184
chrII,1008689,1010162,SPBC146.05c.1,1411,-,199,48.99574722,34.72412985
chrI,4639677,4640813,SPAC30C2.05.1,956,+,135,33.23832098,34.76811818
chrI,5360355,5361666,SPAC4D7.06c.1,1140,-,161,39.63977539,34.7717328
chrIII,1748261,1752958,SPCC1450.11c.1,4697,-,664,163.4832973,34.8058968
chrI,3071583,3072124,SPAC24C9.13c.1,488,-,69,16.98847517,34.81244911
chrII,3870131,3872820,SPBC211.01.1,2623,+,371,91.34383024,34.82418233
chrII,2475869,2480462,SPBC12C2.02c.1,4593,+,650,160.0363603,34.84353587
chrI,1256348,1260334,SPAC56E4.07.1,3986,+,565,139.1085285,34.89927961
chrII,3852656,3856111,SPBC23E6.07c.1,3279,-,465,114.48755,34.9153858
chrIII,2140982,2143550,SPCC126.14.1,2523,+,358,88.14310304,34.93583156
chrII,3409506,3412197,SPNCRNA.1599.1,2691,+,382,94.05213788,34.95062723
chrII,2916187,2918985,SPBC1703.02.1,2745,+,390,96.02181616,34.98062519
chrII,4215992,4217363,SPBC16G5.02c.1,1371,-,195,48.01090808,35.01889721
chrII,3357763,3359048,SPBC11C11.05.1,1285,+,183,45.05639066,35.06333903
chrII,1717714,1719322,SPBC2F12.11c.1,1608,+,229,56.38204077,35.06345819
chrI,692566,693061,SPAC22F3.15.1,372,+,53,13.04911861,35.07827582
chrII,191751,193850,SPBC1198.11c.1,1888,-,269,66.23043217,35.07967806
chrI,843101,844243,SPNCRNA.692.1,1142,-,163,40.13219496,35.14202711
chrIII,236659,239381,SPCC1529.01.1,2501,+,357,87.89689325,35.14469942
chrI,563697,565073,SPAC2F7.15.1,1288,+,184,45.30260044,35.17282643
chrI,4544919,4545584,SPNCRNA.997.1,665,-,95,23.38992958,35.17282643
chrII,2016394,2018936,SPBP23A10.10.1,2392,+,342,84.20374648,35.20223515
chrII,1113293,1118228,SPBC1709.08.1,4935,+,706,173.8241082,35.22271696
